2.41E-01,2.38E-01,4.71E-02,4.51E-02,6.00E-02,6.03E-02,6.04E-02,1.12E-01,1.61E-01,1.50E-01,9.70E-02,1.71E-01,2.16E-01,1.40E-01,1.18E-01,9.53E-02,1.58E-01,1.36E-01,1.26E-01,2.81E-01
4.86E-02,3.01E-02,1.43E-02,2.90E-02,3.16E-02,2.71E-02,3.46E-02,2.69E-02,1.42E-02,1.41E-02,1.48E-02,9.70E-03,1.46E-02,1.73E-02,1.29E-02,2.44E-02,2.88E-02,2.73E-02,2.28E-02,1.13E-02
2.29E+00,1.91E+00,2.46E+00,2.79E+00,2.90E+00,2.89E+00,2.99E+00,2.83E+00,2.67E+00,2.64E+00,2.80E+00,2.44E+00,2.20E+00,2.60E+00,2.98E+00,2.84E+00,2.64E+00,2.87E+00,2.92E+00,2.45E+00
2.44E-01,3.05E-01,1.27E-01,1.44E-01,1.61E-01,1.59E-01,1.57E-01,2.21E-01,2.60E-01,2.29E-01,1.89E-01,2.35E-01,2.50E-01,3.23E-01,3.11E-01,1.96E-01,2.54E-01,2.64E-01,2.60E-01,3.75E-01
3.06E-01,3.42E-01,1.84E-01,1.80E-01,1.79E-01,1.75E-01,1.70E-01,2.28E-01,2.55E-01,2.68E-01,2.52E-01,2.92E-01,3.17E-01,3.06E-01,2.81E-01,2.28E-01,2.65E-01,2.73E-01,2.72E-01,3.05E-01
8.80E-01,8.64E-01,1.87E-01,3.73E-01,6.82E-01,7.34E-01,8.67E-01,1.21E+00,1.37E+00,4.39E-01,2.85E-01,4.35E-01,2.18E-01,5.09E-01,9.62E-01,5.60E-01,1.06E+00,1.00E+00,5.23E-01,1.16E+00
0.00E+00,8.44E-04,2.10E-03,1.74E-03,1.35E-03,1.07E-03,1.28E-03,7.64E-04,5.17E-04,1.28E-03,1.36E-03,8.18E-04,2.60E-03,4.19E-04,1.11E-03,8.36E-04,4.46E-04,8.42E-04,8.82E-04,8.68E-04
1.17E-01,1.14E-01,6.85E-02,6.93E-02,1.07E-01,1.11E-01,1.18E-01,1.43E-01,1.50E-01,8.10E-02,5.32E-02,7.93E-02,6.07E-02,6.10E-02,3.22E-01,9.50E-02,1.48E-01,1.19E-01,9.05E-02,4.74E-01
-2.08E+01,-2.16E+01,-2.24E+01,-2.12E+01,-1.98E+01,-1.98E+01,-2.02E+01,-1.99E+01,-2.03E+01,-2.19E+01,-2.25E+01,-2.23E+01,-2.27E+01,-2.32E+01,-2.16E+01,-1.99E+01,-1.97E+01,-2.02E+01,-2.16E+01,-2.20E+01
2.79E+00,2.51E+00,3.87E+00,2.30E+00,1.80E+00,1.98E+00,2.02E+00,1.57E+00,1.35E+00,2.17E+00,2.88E+00,2.77E+00,3.38E+00,3.24E+00,2.49E+00,2.53E+00,2.04E+00,2.13E+00,2.64E+00,2.11E+00
-2.22E+00,-1.08E+00,-6.55E-01,-1.15E+00,-1.02E+00,-1.00E+00,-1.79E+00,-1.84E+00,-1.21E+00,-1.12E-01,-6.37E-01,-8.17E-01,4.02E-01,1.45E+00,-6.32E-02,-4.29E-01,-8.36E-01,-1.10E+00,-3.93E-01,-1.48E-01
-6.19E-01,-2.20E-01,-1.25E+00,-1.15E-01,-4.50E-01,-6.43E-01,1.61E-01,5.33E-02,-1.46E-01,-4.35E-01,7.59E-03,-2.42E-01,-1.11E+00,-1.56E+00,-8.38E-01,-4.46E-01,-5.32E-02,-2.23E-01,-8.49E-01,-6.90E-01
-7.17E-01,-3.54E-01,1.45E-01,-5.89E-01,-5.17E-01,-5.02E-01,-5.03E-01,6.66E-03,-5.02E-02,-1.19E-01,7.61E-02,7.29E-02,-4.07E-01,-3.50E-01,1.87E-01,-6.32E-01,-8.53E-01,-4.75E-01,6.42E-02,-2.78E-01
-1.95E+00,-1.13E+00,-8.22E-01,1.08E-01,-6.34E-03,6.38E-02,-2.61E-01,-9.45E-01,-7.44E-01,-3.65E-01,-5.85E-01,-8.72E-02,-1.17E-01,-7.20E-01,-7.47E-01,-5.41E-01,-9.48E-01,-5.80E-01,-6.30E-01,-3.13E-01
-1.77E-01,4.86E-01,4.19E-01,1.69E-01,-3.84E-01,-5.04E-01,2.31E-01,1.98E-02,-4.20E-01,-3.45E-01,7.74E-02,-1.29E-01,-4.37E-01,1.67E-01,3.17E-01,-4.86E-01,-7.71E-01,-2.90E-01,3.85E-01,4.00E-01
-3.86E-01,5.61E-01,1.54E-01,-1.29E-01,-6.63E-01,-5.89E-01,-2.82E-01,-3.76E-01,-2.86E-01,3.88E-02,-2.16E-01,-2.42E-02,2.52E-01,1.70E-01,-7.99E-02,-6.79E-01,-6.22E-01,-3.15E-01,-2.57E-01,-4.13E-01
8.26E-01,5.47E-01,-4.88E-01,-5.09E-01,-6.52E-01,-3.55E-01,-1.01E-01,-3.16E-01,-5.81E-01,-2.84E-01,-2.60E-01,-1.99E-01,-1.35E-01,-3.64E-01,-3.42E-01,-1.49E-01,4.51E-01,5.87E-01,-1.93E-01,-5.37E-01
3.75E-01,-2.57E-01,-1.02E+00,-1.30E+00,-1.17E+00,-8.44E-01,-5.92E-01,-6.49E-01,-5.86E-01,1.14E-01,1.83E-01,-2.35E-01,-6.86E-01,-5.77E-01,-3.86E-02,-3.93E-01,-1.31E-01,-1.24E-01,-4.57E-01,-6.10E-01
-3.69E-01,-1.00E+00,-2.78E-01,-8.71E-01,-4.01E-01,-1.80E-01,-4.63E-01,-6.40E-01,-2.15E-01,-1.53E-01,-2.27E-01,-6.09E-02,-7.49E-01,-9.83E-01,-6.04E-01,-1.38E-02,-2.89E-01,-9.61E-01,-1.06E+00,-4.89E-01
-4.27E-01,-7.82E-01,-4.46E-01,-4.89E-01,-2.02E-01,-3.38E-01,-6.25E-01,-3.74E-01,-3.68E-01,-7.36E-01,-4.93E-01,-6.59E-01,-6.12E-01,-4.27E-01,-6.24E-01,-3.46E-01,-2.02E-01,-8.37E-01,-1.02E+00,-7.14E-01
6.37E-01,1.99E-02,-4.79E-01,2.26E-01,4.00E-01,-1.25E-01,-7.02E-01,-4.83E-01,-5.65E-01,-8.09E-01,-7.37E-01,-4.01E-01,-2.58E-01,-4.87E-01,-5.59E-01,-1.82E-01,2.19E-01,-4.39E-01,-5.53E-01,-5.57E-02
3.12E-02,5.82E-02,4.33E-03,1.87E-02,1.83E-02,2.22E-02,4.22E-02,5.49E-02,1.53E-02,1.52E-02,1.47E-03,1.78E-03,2.00E-02,2.28E-02,1.02E-02,4.42E-03,4.65E-03,3.30E-02,1.66E-02,7.20E-04
3.57E-03,6.73E-03,1.40E-02,7.36E-03,9.94E-04,1.70E-03,4.87E-03,4.67E-03,3.07E-04,3.39E-04,8.28E-04,1.74E-03,4.92E-02,4.07E-02,2.21E-03,2.81E-03,5.24E-04,9.45E-03,8.72E-03,2.13E-03
2.93E-04,2.30E-04,1.71E-03,2.20E-03,5.48E-04,4.24E-04,4.77E-04,1.47E-03,2.05E-03,1.96E-04,5.18E-04,6.61E-04,3.03E-03,2.62E-03,1.81E-03,2.78E-03,4.50E-04,8.59E-04,1.06E-02,2.81E-02
9.22E-04,3.17E-04,8.84E-03,5.06E-02,2.40E-02,3.33E-03,3.06E-04,9.61E-04,2.62E-03,1.62E-04,6.48E-04,4.02E-04,1.18E-04,3.94E-04,1.88E-04,1.05E-02,1.05E-02,1.71E-04,1.96E-04,3.99E-04
2.03E-03,1.35E-04,2.05E-03,1.21E-03,4.34E-03,6.12E-03,7.14E-04,1.43E-03,2.04E-03,2.21E-04,3.37E-04,4.17E-04,1.87E-04,5.02E-04,8.31E-04,6.43E-03,4.75E-03,1.78E-04,1.52E-04,7.86E-04
1.72E-03,1.69E-04,3.62E-04,1.21E-04,5.26E-03,5.96E-03,4.46E-04,2.74E-03,5.08E-03,1.09E-04,8.86E-04,1.37E-03,6.05E-04,5.46E-04,6.23E-04,1.86E-03,1.76E-03,6.18E-04,3.10E-04,3.39E-04
2.50E-03,7.64E-04,7.39E-04,5.49E-05,8.52E-04,3.37E-03,6.85E-04,1.39E-04,1.98E-03,1.94E-03,1.37E-03,2.35E-03,1.18E-03,2.99E-04,3.02E-03,6.93E-03,3.15E-03,1.96E-04,9.59E-05,2.42E-04
1.00E-03,2.87E-04,2.26E-04,4.82E-04,9.05E-04,7.28E-04,4.05E-03,3.46E-03,5.15E-04,7.53E-04,3.52E-04,6.83E-04,4.32E-04,2.18E-04,1.42E-03,3.75E-03,2.84E-03,5.25E-04,1.71E-04,1.78E-04
3.42E-03,1.67E-04,9.16E-04,1.43E-04,3.99E-04,1.63E-04,1.74E-03,1.60E-03,7.33E-04,8.41E-04,2.44E-03,3.11E-03,1.98E-03,4.20E-04,1.27E-03,5.26E-03,4.09E-03,2.15E-03,8.36E-04,1.55E-03
5.97E-03,1.07E-03,2.13E-03,8.67E-05,4.50E-04,1.40E-03,7.78E-04,3.90E-04,1.41E-03,6.31E-03,3.73E-03,7.63E-03,3.99E-03,3.78E-03,1.86E-02,7.52E-03,6.08E-03,6.53E-03,7.96E-03,9.27E-03
4.59E-03,8.67E-03,1.78E-02,2.60E-03,4.70E-03,2.88E-03,1.13E-03,5.22E-04,6.01E-03,8.46E-02,7.97E-02,1.64E-02,7.09E-03,2.59E-02,6.59E-03,1.45E-02,6.26E-03,5.52E-02,6.75E-02,4.27E-03
7.80E-03,1.15E-02,4.18E-03,2.01E-03,2.75E-03,1.27E-02,5.28E-03,7.52E-03,2.23E-02,2.52E-02,5.50E-02,5.30E-02,1.21E-02,4.71E-03,5.23E-02,1.41E-02,4.32E-03,1.15E-02,5.05E-03,2.51E-04
8.05E-03,1.58E-02,5.52E-03,1.41E-02,7.37E-03,6.14E-03,1.13E-02,1.47E-02,6.53E-03,2.33E-02,2.52E-02,1.44E-02,1.36E-02,1.29E-02,1.42E-02,4.10E-03,2.65E-03,1.63E-02,1.81E-02,7.69E-03
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
